"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Tsu Src"	"Earthquake Magnitude"	"Vol"	"More Info"	"Doubtful Runup"	"Country"	"Area"	"Location Name"	"Latitude"	"Longitude"	"Distance From Source (km)"	"Initial Wave Arrival Dy"	"Initial Wave Arrival Hr"	"Initial Wave Arrival Min"	"Travel Hours"	"Travel Minutes"	"Max Wave Arrival Day"	"Max Wave Arrival Hr"	"Max Wave Arrival Min"	"Max Water Height (m)"	"Max Inundation Distance (m)"	"Measurement Type"	"Period"	"First Motion"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage $Mil"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"
	2007	6	15				3	8	5782				"n"	"CHINA"		"SHUIBUYA RESERVOIR"	30.377	110.17	2.115528786849659									23		5														
	2007	6	15				3	8	5782				"n"	"CHINA"		"SHUIBUYA RESERVOIR"	30.373	110.18	3.019081421758445									18		5														
	2007	6	15				3	8	5782				"n"	"CHINA"		"SHUIBUYA RESERVOIR"	30.378	110.194	3.7181236873650185									11		5														
	2007	6	15				3	8	5782				"n"	"CHINA"		"SHUIBUYA RESERVOIR"	30.389	110.195	3.4090503969466392									10.5		5														
	2007	6	15				3	8	5782				"n"	"CHINA"		"SHUIBUYA RESERVOIR"	30.386	110.212	5.075634961114548									10		5														
	2007	6	15				3	8	5782				"n"	"CHINA"		"SHUIBUYA RESERVOIR DAM"	30.438	110.33	17.046607105943245									4		5														
	2007	7	16	1	13	22	4	1	3104	6.6			"n"	"JAPAN"	"NIIGATA"	"SADO ISLAND"	38	138.5	47.766066083137375											1														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"JAPAN"	"HOKKAIDO"	"RUMOI"	43.96	141.68	350.88599734748453	2	4	3	1	25				0.1		2														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"JAPAN"	"HOKKAIDO"	"WAKKANAI"	45.41	141.69	189.81555647923938	2	4	31	1	53				0.18		2														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"NEVELSK, SAKHALIN"	46.67	141.855	49.77117914528896									0.1		2														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"KHOLMSK, SAKHALIN I"	47.050556	142.043889	20.039625754351118									0.19		2														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"JAPAN"	"HOKKAIDO"	"OTARU"	43.18	141.633	437.6181861628464									0.15		2														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"JAPAN"	"HOKKAIDO"	"MONBETSU"	44.353	143.353	330.06734319035047									0.14		2														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"ZARECHE, SAKHALIN"	46.575	141.82	60.16519909935917									0.7		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"GORNOZAVODSK, SAKHALIN"	46.56	141.83	61.85741595071508									1.3		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"LOPATINO, SAKHALIN"	46.61	141.835	56.32179638675363									0.2		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"NEVELSK, SAKHALIN"	46.659	141.85	50.95841740262321									1.2		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"LOVETSKAYA, SAKHALIN"	46.71	141.88	45.56489102411789									2.1		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"YASNOMORKS, SAKHALIN"	46.755	141.9	40.876901778343864									1.8		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"ZAVETY ILICHA, SAKHALIN"	46.79	141.92	37.41236980792572									3.2		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"KALININO, SAKHALIN"	46.86	141.96	31.013363829922987									1.8		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"ZYRYANSKOIE, SAKHALIN"	46.9	142	28.505798993382253									1.3		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"PRAVDA, SAKHALIN"	46.95	142.01	24.499499383076948									1		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"KHOLMSK, SAKHALIN"	47.07	142.05	19.804473283198263									0.2		5														
	2007	8	2	2	37	42.3	4	1	3155	6.2			"n"	"RUSSIA"	"SAKHALIN"	"YABLOCHNY, SAKHALIN"	47.154	142.06	20.32040810883802									1.5		5														
	2007	8	2	3	21	42.8	4	1	3156	6.7			"n"	"USA"	"AK"	"AMCHITKA, AK"	51.367001	179.301895	51.10805214935528	2	3	36	0	7				0.03		2	15	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"ARICA Y PARINACOTA"	"ARICA"	-18.4758	-70.3232	876.8848045208774	16	1	15	1	34				0.36		2	28	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"ANTOFAGASTA"	"ANTOFAGASTA"	-23.65	-70.404	1310.581574592339	16	1	33	1	52				0.16		2	26	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"VALPARAISO"	"SAN FELIX"	-26.283	-80.117	1474.1926368555014	16	1	42	2	1				0.27		2	8	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"ATACAMA"	"CALDERA"	-27.0644	-70.8247	1629.5343619234786	16	1	55	2	14				0.19		2	18	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"COQUIMBO"	"COQUIMBO"	-29.95	-71.3353	1912.6682642223802	16	2	24	2	43				0.27		2	39	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"VALPARAISO"	"VALPARAISO"	-33.02767128	-71.62787275	2233.3300939463093	16	2	43	3	2				0.18		2	29	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"VALPARAISO"	"SAN ANTONIO"	-33.581625	-71.618188	2293.1445723142688	16	2	54	3	13				0.17		2	58	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"VALPARAISO (JUAN FERNANDEZ)"	"JUAN FERNANDEZ ISLANDS"	-33.636017	-78.829881	2254.187856918428	16	2	41	3	0				0.2		2	6	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"BIOBIO"	"TALCAHUANO"	-36.6953	-73.1063	2605.731384594551	16	3	58	4	17				0.35		2	29	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"LOS LAGOS"	"ANCUD, ISLA DE CHILOE"	-41.867	-73.8278	3167.8620604916687	16	4	42	5	1				0.06		2	19													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"FRENCH POLYNESIA"	"MARQUESAS ISLANDS"	"NUKU HIVA ISLAND, MARQUESAS ISLANDS"	-8.9148	-140.0958	6936.0260761602085	16	9	43	10	2				0.3		2	12													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"ECUADOR"	"GALAPAGOS ISLANDS"	"SANTA CRUZ ISLAND"	-0.7533	-90.3117	2058.1215674288087	16	4	17	4	36				0.27		2	70													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"LOS ANGELES, CA"	33.719	-118.272	6832.237207457234	16	11	15	11	34				0.06		2	74													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"SAN DIEGO, CA"	32.715	-117.174	6681.487484765902	16	11	20	11	39				0.05		2	31													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"CRESCENT CITY, CA"	41.7456	-124.184	7811.774089290137	16	11	52	12	11				0.16		2	24													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"MEXICO"	"GUERRERO"	"ACAPULCO"	16.8379333	-99.903	4211.783550891722	16	6	11	6	30				0.2		2	30													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"FRENCH POLYNESIA"		"RIKITEA, MANGAREVA ISLAND"	-23.1221	-134.9666	6227.0750565868475	16	8	20	8	39				0.06		2	15													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"HI"	"HILO, HAWAII, HI"	19.7303	-155.0553	9338.325418493465	16	12	20	12	39				0.37		2	17	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"HI"	"KAHULUI, MAUI, HI"	20.895	-156.477	9516.91561591119	16	12	45	13	4				0.28		2	18	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"HI"	"KAWAIHAE, HAWAII, HI"	20.0366	-155.829	9425.611476717324	16	12	38	12	57				0.11		2	12	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"HI"	"NAWILIWILI, KAUAI, HI"	21.9544	-159.3561	9835.879387864432	16	13	0	13	19				0.03		2	11	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA TERRITORY"	"AS"	"PAGO PAGO, AMERICAN SAMOA"	-14.2766	-170.689	10084.82741573484	16	13	57	14	16				0.17		2	21	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	11749.56370543505	16	15	44	16	3				0.06		2	14													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"HI"	"HONOLULU, OAHU, HI"	21.3067	-157.867	9668.287694543358	16	13	0	13	19				0.04		2	26	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"TARAPACA"	"IQUIQUE"	-20.20457778	-70.14783056	1020.87513838081	16	1	1	1	20				0.15		2	22	"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"NEW ZEALAND"		"KAINGAROA, CHATHAM ISLAND"	-43.733	-176.268	9751.697498880063	16	13	38	13	57				0.3		2	9													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"NEW ZEALAND"		"KAIKOURA"	-42.4129	173.7028	10569.239299951581	16	16	15	16	34				0.25		2	30													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"NEW ZEALAND"	"CANTERBURY"	"LYTTELTON"	-43.6058	172.7222	10589.230387744901	16	16	19	16	38				0.17		2	9													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"NEW ZEALAND"		"SUMNER HEAD"	-43.57	172.773	10587.10556646481	16	15	57	16	17				0.22		2	10													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"NEW ZEALAND"		"TIMARU"	-44.392	171.254	10659.84964375697	16	16	49	17	8				0.26		2	15													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"NEW ZEALAND"		"GREEN ISLAND"	-45.9523	170.3867	10646.42250598006	16	15	59	16	18				0.13		2	16													
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"CALLAO"	"LA PUNTA"	-12.072	-77.163	157.5741665649336									1		1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"CALLAO"	"CALLAO"	-12.05	-77.15	159.2911459865551									1		1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"MEXICO"	"BAJA CALIFORNIA SUR"	"CABO SAN LUCAS"	22.883	-109.9	5410.2091799752625	16	7	57	8	16				0.07		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"SANTA MONICA, CA"	34.008	-118.5	6869.439166710438	16	10	53	11	12				0.07		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"SANTA BARBARA, CA"	34.40829	-119.68499	6980.3234026415885									0.09		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"PORT SAN LUIS, CA"	35.17666	-120.755	7110.148806920953	16	11	15	11	34				0.08		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"POINT REYES, CA"	37.997	-122.975	7464.463092128365	16	11	26	11	45				0.06		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"CA"	"ARENA COVE, CA"	38.914	-123.711	7579.039038506606	16	11	24	11	43				0.04		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"SAMOA"		"APIA, UPOLU ISLAND"	-13.8268	-171.7613	10209.29105626961	16	13	54	14	13				0.13		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"WA"	"PORT ANGELES, WA"	48.125	-123.44	8235.38343572707									0.05		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"TONGA"		"NUKUALOFA (NUKU'ALOFA)"	-21.138	-175.1815	10352.003754040707									0.03		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA TERRITORY"	"HI"	"MIDWAY ISLANDS"	28.215	-177.361	11749.56370543505	16	15	40	15	59				0.06		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"AK"	"SAND POINT, AK"	55.337	-160.502	10838.885241834729	16	16	21	16	40				0.04		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"AK"	"UNALASKA, DUTCH HARBOR, AK"	53.883	-166.533	11193.829029734992	16	16	7	16	26				0.1		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"VANUATU"		"PORT VILA, EFATE ISLAND"	-17.7553	168.3077	12113.559217082751									0.14		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"MARSHALL ISLANDS, REP. OF"	"MH"	"KWAJALEIN, MARSHALL ISLANDS"	8.733	167.733	13004.726073862046									0.04		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"JAPAN"	"HOKKAIDO"	"HANASAKI"	43.2781	145.5678	14807.254148360793									0.12		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"JAPAN"	"IWATE"	"OFUNATO"	39.017	141.75	15306.57204286949	16	20	7	20	26				0.04		2		"R"												
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"JAPAN"	"OKINAWA"	"NAHA"	26.217	127.667	17121.824282768124									0.06		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"JAPAN"	"SHIZUOKA"	"OMAEZAKI"	34.6083	138.2222	15805.238929691013									0.07		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"JAPAN"	"KOCHI"	"TOSA-SHIMIZU"	32.7792	132.9589	16331.757705784734									0.13		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"JAPAN"	"OKINAWA"	"ISHIGAKIKO"	24.333	124.167	17529.886126020603									0.04		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PHILIPPINES"		"DAVAO"	7.1537	125.6629	17500.936798867708									0.01		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"CHILE"	"ARICA Y PARINACOTA"	"D32401 BPR, W-SW OF ARICA, CHILE"	-19.547	-74.813	708.058251399629	16	0	41	1	0				0.05		3														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"USA"	"AK"	"OLD HARBOR, KODIAK, AK"	57.201	-153.305	10463.645714512559	16	16	7	16	26				0.1		2														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PISCO"	-13.69644	-76.21698	54.088571871519726									2.19	354.2	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PISCO"	-13.69635	-76.21433	54.30418382174511									3.09	649	5										1				
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PISCO"	-13.69896	-76.21603	54.345086022110564									2.71	588.5	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PISCO"	-13.69896	-76.21603	54.345086022110564									2.41	588.5	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PISCO"	-13.69944	-76.21439	54.51576203033588									2.41	778.2	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"RANCHERIO"	-14.14981	-76.24852	92.793867734017									3.03	72	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"RANCHERIO"	-14.15024	-76.25195	92.68463878557843									1.03	45.2	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CACLIO"	-14.17219	-76.19993	97.29136441110118									2.93	25	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CACLIO"	-14.17047	-76.19981	97.12716136246065									1.93	216.1	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"TUNGA"	-14.21858	-76.15536	104.05644080621745									3.14	19	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"TUNGA"	-14.21696	-76.15826	103.75218145326261									4.34	23.5	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CHUCHO"	-14.14939	-76.22928	93.6306474216821									4.4	34.8	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CHUCHO"	-14.14525	-76.2338	93.00695093095052									4.19	415.6	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"ENSENADA DEL PLAYON"	-14.05957	-76.26131	83.18260095022137									5.71	69.8	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"ENSENADA DEL PLAYON"	-14.05944	-76.26103	83.18318227426435									4.31	95.2	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PLAYA YUMAQUE"	-13.90843	-76.28229	67.41559291812742									7.05	98.6	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PLAYA YUMAQUE"	-13.90781	-76.28319	67.3067010474958									10.05	77.8	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89207	-76.3081	64.44351723029973									5.33	103.4	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89236	-76.30827	64.46228397704637										79.1	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89216	-76.30814	64.45002305592065										94.8	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89226	-76.30913	64.40668304228397										155.5	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89234	-76.30942	64.39889449298303										157.4	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89195	-76.31	64.33042654528501										86.9	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.892	-76.30986	64.34270434416263										102.6	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89151	-76.31066	64.25290083815888										51.4	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89158	-76.31067	64.25910724295179										43.6	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89155	-76.31089	64.2445048369643										46.7	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89154	-76.3107	64.25365851418002										47.1	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89138	-76.31075	64.235591813908									5.63	63.7	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89026	-76.31268	64.02508195808278									3.83	59.5	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA CONTROL POST"	-13.89004	-76.31255	64.01078554877195									4.93	88	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA INUNDATION"	-13.87649	-76.32054	62.28074157629452									3.63	2006.1	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA INUNDATION"	-13.87776	-76.32271	62.28850572932116									3.83	1986.5	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA INUNDATION"	-13.88555	-76.32289	63.03310275393195									4.13	1328.6	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA VILLAGE"	-13.89406	-76.31486	64.27689543273495									5.27	70.2	5			3	1						1		1		
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA VILLAGE"	-13.89598	-76.31563	64.42242921508107									4.47	151.8	1														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA VILLAGE"	-13.8961	-76.31585	64.42257022310264									4.87	179.2	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"LAGUNILLA VILLAGE"	-13.89751	-76.31154	64.78494402923758									5.66	39.8	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PUERTO GENERAL SAN MARTIN"	-13.80349	-76.29115	57.20499538487382									3.15	0	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PLAYA ATHENAS (BAHIA DE PARACAS)"	-13.82918	-76.30449	58.716131852155826									2.37	24.3	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"BAHIA DE PARACAS"	-13.85088	-76.31255	60.27522060223629									3.07	529	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"BAHIA DE PARACAS"	-13.86995	-76.26173	65.04144904846027									2.98	275.9	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PLAYA LA CATEDRAL"	-13.94372	-76.27707	71.0688758857063									7.13	66.6	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.84501	-76.25213	63.407200033954396									2.43	126.7	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.84453	-76.25173	63.390643611108835									3.13	196	5										1				
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.84551	-76.25304	63.39261561392518									2.95	14.4	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.84539	-76.25303	63.382621147399114									2.85	18.2	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.83862	-76.25793	62.465515810986005									2.25	21.1	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.83891	-76.25614	62.60716167797358									1.85	223.1	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.83221	-76.24908	62.48115644954424									2.46		4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.83271	-76.24818	62.58455271532132									2.46	68.3	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.83271	-76.24803	62.59451258095992									2.41	84.6	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.83291	-76.24801	62.61330293328418									2.16	95.1	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PARACAS"	-13.7967	-76.24309	59.84755307723271									2.25	7	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"SAN ANDRES / PISCO AIRPORT"	-13.75518	-76.23002	57.42690982518214									2.44	134.9	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"SAN ANDRES"	-13.74549	-76.22738	56.87390288464123									2.45	108.8	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"SAN ANDRES"	-13.74557	-76.22709	56.902526290779626									2.35	142.8	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"SAN ANDRES"	-13.72981	-76.22265	56.05048636010157									2.51	96.1	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"SAN ANDRES"	-13.72989	-76.22233	56.08192973702053									2.71	132.5	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"SAN ANDRES"	-13.72995	-76.22219	56.09756242816378									1.81	149.2	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PISCO"	-13.71	-76.21862	54.9178906413558									2.28	440.1	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CHINCHA - PLAYA LURIN"	-13.54331	-76.18658	48.33193020562964									2.37	160.7	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CHINCHA"	-13.46933	-76.18911	45.760899049018896									2.21	128.4	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CHINCHA - TAMBO DE MORA PRISON"	-13.43379	-76.18864	45.1872058301515									3.54	232.8	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"CHINCHA - TAMBO DE MORA PRISON"	-13.43367	-76.18836	45.21578340471862									3.34	266.9	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PLAYA JAHUAY - AVICOLA RIO BRAVO"	-13.33603	-76.23595	40.143474162551954									2.07	46	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"ICA"	"PLAYA JAHUAY - AVICOLA RIO BRAVO"	-13.33554	-76.23533	40.217526131766064									1.87	132.9	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"LIMA"	"PLAYA IGUANA"	-13.14159	-76.39141	35.453110824763414									4.21	42.3	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"LIMA"	"CERRO AZUL"	-13.02709	-76.48229	41.80724224108092									2.1	89.8	4														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"LIMA"	"CERRO AZUL"	-13.02731	-76.48176	41.80215012939981									2.4	153.1	5														
	2007	8	15	23	40	57.8	4	1	3168	8			"n"	"PERU"	"LIMA"	"PLAYA SARAPAMPA"	-12.83264	-76.5391	61.609894888828826									1.73	33.8	5														
